,name,storage_slot,batch,MA,I,Br,Cl,spincoat_time,redplspec_intensity,redplspec_peakev,redplspec_fwhm,photostability_intensity_rate,photostability_intensity_scale,photostability_intensity_normdelta,photostability_peakev_rate,photostability_peakev_scale,photostability_peakev_delta,photostability_peakev_delta1,bandgap,emission_energy,t600,experimentid,storage_tray,spincoat0_drop0_solutes,darkfield,brightfield,plimage,redplspec,redplspec_fit,transmission,absorbance,missing_characterization,order
26,sample26,F2,2.0,0.0,0.9,0.0333,0.0666999999999999,5562.0,0.944196639897325,1.603811095808262,0.1071041392033336,0.0295788857173998,0.5228980389288569,2.356009215190108,0.0133425811364145,-0.0083363315649295,-0.006611709744978,-0.0062359370049316,1.6000849339184455,1.603811095808262,0.0283442792948496,20220112,,,,,,,,,,,
27,sample27,F3,2.0,0.0,0.8,0.1,0.0999999999999999,3507.0,4.639225754320556,1.6554833989010656,0.1101271519520445,0.0717625676970496,-0.4871183130578375,0.4600100814602846,0.0110792501083089,-0.0075286885236179,-0.005824192330279,-0.005600843999306,1.6538645320467482,1.6554833989010656,0.061873487729001,20220112,,,,,,,,,,,
29,sample29,F5,2.0,0.0,0.8,0.1,0.0999999999999999,4950.0,2.0010733464875985,1.655250803404122,0.1099398388035422,0.0442768356175775,0.1979642984994687,1.333743806115158,0.0048445905807713,-0.0118612280988631,-0.0007664389470705,-0.0058397418014115,1.652570964140866,1.655250803404122,0.0627847783049995,20220112,,,,,,,,,,,
31,sample31,G2,2.0,0.0,0.85,0.05,0.0999999999999999,1317.0,4.805737357587495,1.6176946401625674,0.1116819994886663,0.018728291641844,0.1285238813686379,1.0656789758667686,0.0272761054538265,-0.0052494055889892,-0.0057174379243563,-0.0052345429542666,1.6137526397381372,1.6176946401625674,0.0415737045533105,20220112,,,,,,,,,,,
33,sample33,G4,2.0,0.0,0.9,0.0,0.0999999999999999,3105.0,1.3700150342643125,1.5747708083198948,0.1034230578401011,0.3397577556408011,0.2061108942501472,1.2677534877925698,0.0153288160996695,-0.0061715719102889,-0.0054465198103448,-0.0051494247277861,1.5725471816983077,1.5747708083198948,0.0223737548314112,20220112,,,,,,,,,,,
34,sample34,G5,2.0,0.0,0.9,0.0,0.0999999999999999,2370.0,2.1327280591883477,1.5781593825552382,0.104820065596602,0.2883856550586334,0.2293712400666285,1.3086710913434558,0.0110189036279719,-0.0061033029589642,-0.0044498268191375,-0.0042357940989041,1.5756878064840518,1.5781593825552382,0.0258932218835433,20220112,,,,,,,,,,,
35,sample35,H1,2.0,0.0,0.9,0.0,0.0999999999999999,5373.0,2.2994317531343142,1.5798300021034557,0.1079550225321855,0.0057553523819726,0.5552242187298804,1.5175773254945024,0.0002645327193421,-0.0781291649500897,-0.0008675730434379,-0.0027622932938868,1.58253590706113,1.5798300021034557,0.0362002325362159,20220112,,,,,,,,,,,
0,sample0,A1,2.0,0.05,0.8,0.2,0.0,2198.0,0.1309125725874511,1.660207317682561,0.08297499909034,,,,,,,,1.66522512624715,1.660207317682561,0.0512617044913505,20220112,,,,,,,,,,,
2,sample2,A3,2.0,0.05,0.8,0.2,0.0,5383.0,0.7870604517309866,1.6234576142421446,0.1056488019577523,0.2194568274378678,0.1063658240614799,1.0863439961900565,0.0078046090046713,-0.0148707498755225,-0.0087858843611161,-0.0087454395287944,1.651212329739183,1.6234576142421446,0.0884621488652594,20220112,,,,,,,,,,,
4,sample4,A5,2.0,0.05,0.85,0.15,0.0,6128.0,0.1529011661928234,1.6419599794965098,0.0868371084681828,0.1301071840022699,-0.3017998226593205,0.7075961287398641,0.8036981912499223,0.0065106457529679,0.0074663812856161,0.001351954320081,1.6406165683158167,1.6419599794965098,0.0377717822567846,20220112,,,,,,,,,,,
5,sample5,B1,2.0,0.05,0.85,0.15,0.0,193.0,0.1542589722061701,1.639636707641321,0.0923236623311486,,,,,,,,1.6419390752656406,1.639636707641321,0.0602761466433899,20220112,,,,,,,,,,,
6,sample6,B2,2.0,0.05,0.9,0.1,0.0,1165.0,0.1578395632228328,1.6124599649212363,0.0844477363255911,5.27209706108703e-06,29.52828722976532,0.8759984957076807,0.9999999999996316,0.0065032054479268,0.0046141889013688,-0.0050570273201175,1.6137462788489776,1.6124599649212363,0.0446913188382796,20220112,,,,,,,,,,,
7,sample7,B3,2.0,0.05,0.9,0.1,0.0,1645.0,0.112103855389229,1.6098823074477149,0.0797503230148514,0.3027749747279269,-0.221819153883,0.8017834220459695,0.4232500229511431,0.0074129221941069,0.0077648577421938,0.0020495788228909,1.6116404900875294,1.6098823074477149,0.0447230598317727,20220112,,,,,,,,,,,
9,sample9,B5,2.0,0.05,0.8,0.1667,0.0332999999999999,2739.0,0.223581888455261,1.6795140587735349,0.0944796858119621,,,,,,,,1.6804559743734402,1.6795140587735349,0.0549119187430566,20220112,,,,,,,,,,,
10,sample10,C1,2.0,0.05,0.8,0.1667,0.0332999999999999,2579.0,0.2456765770203502,1.677982589018681,0.0968702399586473,,,,,,,,1.6788728969412354,1.677982589018681,0.046468814473893,20220112,,,,,,,,,,,
11,sample11,C2,2.0,0.05,0.8,0.1667,0.0332999999999999,4084.0,0.1021736565534266,1.674635943532204,0.0819211222355551,,,,,,,,1.678821739962873,1.674635943532204,0.0522774162831296,20220112,,,,,,,,,,,
14,sample14,C5,2.0,0.05,0.85,0.1167,0.0332999999999999,1005.0,0.2211013009535529,1.6451896799202488,0.0943050811772986,,,,,,,,1.6438757555207977,1.6451896799202488,0.0558324075543564,20220112,,,,,,,,,,,
15,sample15,D1,2.0,0.05,0.9,0.0667,0.0332999999999999,513.0,0.1796345012068407,1.6194211929665836,0.0909906823723481,,,,,,,,1.6214681261641537,1.6194211929665836,0.0462466275194413,20220112,,,,,,,,,,,
20,sample20,E1,2.0,0.05,0.8,0.1333,0.0666999999999999,6315.0,0.7230640808829966,1.6939919838615036,0.1091681082044278,0.0009907725130843,-0.946940234524952,0.9729842037261548,4.477899227328792e-05,-0.8813533828158606,-0.0042758316027373,-0.0092666343035785,1.6924470812626238,1.6939919838615036,0.053070941120457,20220112,,,,,,,,,,,
22,sample22,E3,2.0,0.05,0.85,0.0833,0.0666999999999999,1824.0,0.2838029586764328,1.6543052043121216,0.1006655574811419,0.0382384999906055,0.3972481590778293,2.13830771624372,0.0887028274016106,-0.0102898115064642,-0.0096053899861949,-0.0145374572320262,1.650943839104778,1.6543052043121216,0.0888430407871766,20220112,,,,,,,,,,,
23,sample23,E4,2.0,0.05,0.85,0.0833,0.0666999999999999,33.0,0.7870604517309866,1.6234576142421446,0.1056488019577523,0.0223222866712402,0.6635515740200415,2.2693377861467168,0.0176012412050038,-0.0153000022422532,0.0003811984040862,-0.0144364133724033,1.6210657822760408,1.6234576142421446,0.0454213616886208,20220112,,,,,,,,,,,
24,sample24,E5,2.0,0.05,0.9,0.0333,0.0666999999999999,3924.0,0.8224186903102043,1.6039564666308257,0.1049496147255867,0.0247385776116173,0.2909592731792773,1.5405641753563013,0.0019501696516095,-0.0202692535311447,-0.0025284061997303,-0.0042428381877313,1.601166273741245,1.6039564666308257,0.0328836692588478,20220112,,,,,,,,,,,
27,sample27,F3,2.0,0.05,0.8,0.1,0.0999999999999999,2419.0,1.4051527389051035,1.651960282050897,0.1078744286470675,0.0396318134955676,0.2325902716643443,1.389313691663513,0.0188923276376682,-0.0133546040148037,-0.0102109730934332,-0.0117005402982461,1.649948891638797,1.651960282050897,0.0732899539755594,20220112,,,,,,,,,,,
28,sample28,F4,2.0,0.05,0.8,0.1,0.0999999999999999,6861.0,6.508794814011884,1.650549827850796,0.1116836293711043,0.2194568274378678,0.1063658240614799,1.0863439961900565,0.0078046090046713,-0.0148707498755225,-0.0087858843611161,-0.0087454395287944,1.651212329739183,1.650549827850796,0.0884621488652594,20220112,,,,,,,,,,,
29,sample29,F5,2.0,0.05,0.8,0.1,0.0999999999999999,2038.0,1.6168334706060865,1.653736526925765,0.105085552583584,0.028704120293958,0.4648425220132827,2.140861486509219,0.0307707331691249,-0.0270258995110926,-0.0218837539360927,-0.0272776351243655,1.648681558257897,1.653736526925765,0.0620219012855102,20220112,,,,,,,,,,,
31,sample31,G2,2.0,0.05,0.85,0.05,0.0999999999999999,353.0,1.2482443007158628,1.6297040316040867,0.1065000107682169,0.0496937374692571,0.429352413409631,1.9729428215928728,0.0313451808286295,-0.0155743815335966,-0.0125051330858607,-0.0180134533395919,1.6250889106115844,1.6297040316040867,0.054721472782098,20220112,,,,,,,,,,,
34,sample34,G5,2.0,0.05,0.9,0.0,0.0999999999999999,1485.0,0.7572699681051006,1.5770427727532192,0.1007143689660868,0.0116403446387363,0.7218336207142034,2.2460992316945148,2.985749059750037e-05,-0.5573717959337782,0.0031486575797377,-0.0033685520113948,1.5758402681938333,1.5770427727532192,0.0389144580225361,20220112,,,,,,,,,,,
36,sample36,H2,2.0,0.05,0.9,0.1,0.0,6674.0,0.4519458468023206,1.6123392827157883,0.1021336980191528,0.0159027409063544,0.2037952574377801,1.2429673020186105,0.0088702094902833,-0.0008385206236454,-0.0003261648044421,-0.000852312318736,1.5927856652472732,1.6123392827157883,0.0148865259482621,20220112,,,,,,,,,,,
37,sample37,H3,2.0,0.05,0.9,0.1,0.0,1325.0,0.0513119231175768,1.604732290244504,0.0694448188740076,,,,,,,,1.618395157691359,1.604732290244504,0.0466910014283447,20220112,,,,,,,,,,,
38,sample38,H4,2.0,0.05,0.9,0.1,0.0,833.0,0.1936700945200986,1.6152338317530548,0.0937502082333801,,,,,,,,1.6179977228483635,1.6152338317530548,0.0495476908427233,20220112,,,,,,,,,,,
0,sample0,A1,2.0,0.1,0.8,0.2,0.0,673.0,0.2238587828882635,1.6609657238322793,0.092446380073323,0.0970758863226658,-0.3788036144715949,0.5776899662999834,4.962227127305115e-05,-0.2261453309836157,-0.0002914418103405,-0.003918930269231,1.6591373738879904,1.6609657238322793,0.0574782110821299,20220112,,,,,,,,,,,
4,sample4,A5,2.0,0.1,0.85,0.15,0.0,3924.0,0.271382514321187,1.636004126551598,0.0961927733070853,0.0778658641057406,-0.6763701057067633,0.263219871817906,0.056154246291691,-0.0010687120629206,0.0020220585500536,-0.0015657745471642,1.6324094917165664,1.636004126551598,0.045422736815319,20220112,,,,,,,,,,,
5,sample5,B1,2.0,0.1,0.85,0.15,0.0,5176.0,0.1190182762087303,1.6352851680187324,0.0788715735409302,,,,,,,,1.634208476010249,1.6352851680187324,0.0442458171639417,20220112,,,,,,,,,,,
6,sample6,B2,2.0,0.1,0.9,0.1,0.0,1005.0,0.186331414149195,1.6025007442819712,0.0875424636529444,0.0820673903645982,-0.4624134617647675,0.5047593172651245,3.071270156529004e-05,-0.2598624277944615,0.0022520877717393,-0.0013616540624423,1.5998081875382104,1.6025007442819712,0.0432279407086964,20220112,,,,,,,,,,,
8,sample8,B4,2.0,0.1,0.9,0.1,0.0,193.0,0.3093773801658062,1.6036515788967296,0.0950107406662924,0.0890580633799559,-0.4059492048230417,0.5271906375225215,0.0077035222521947,-0.0017141055124875,-0.0005338080603127,-0.002105795600598,1.6042328934400527,1.6036515788967296,0.0490807303263566,20220112,,,,,,,,,,,
9,sample9,B5,2.0,0.1,0.8,0.1667,0.0332999999999999,2579.0,1.7248038337058962,1.6718954232210952,0.1085296781614925,0.0004889993911643,-0.9917351151362384,1.0213349201949318,0.0120065922846338,-0.0068957113968421,-0.0052655140009079,-0.0056199220827148,1.667345707518358,1.6718954232210952,0.043037088873338,20220112,,,,,,,,,,,
10,sample10,C1,2.0,0.1,0.8,0.1667,0.0332999999999999,6514.0,0.6566626137925626,1.676215473237629,0.1046886427928309,0.0023914235242145,-0.991178151237616,0.8243958793019824,0.0028547064560285,-0.0165936812156839,-0.0033165752194286,-0.0047708961147123,1.6713880207260952,1.676215473237629,0.0486354093771868,20220112,,,,,,,,,,,
11,sample11,C2,2.0,0.1,0.8,0.1667,0.0332999999999999,4084.0,0.8907432317715559,1.6766375567561584,0.1105287632621812,0.0024569970608275,-0.6637306344704711,0.8075718983582495,0.012820401588873,-0.0059317298189273,-0.0036251137807388,-0.0051687621246008,1.6725458287743091,1.6766375567561584,0.0669571855716012,20220112,,,,,,,,,,,
12,sample12,C3,2.0,0.1,0.85,0.1167,0.0332999999999999,3538.0,0.3652218338013343,1.634726290173219,0.0997901684875527,0.0625905385258902,-0.0307458637318736,0.9665612439328348,0.014257618841423,-0.0043003469169903,-0.0029048320073368,-0.0033755240364328,1.6316723264828714,1.634726290173219,0.0514345696291112,20220112,,,,,,,,,,,
13,sample13,C4,2.0,0.1,0.85,0.1167,0.0332999999999999,3105.0,0.460135094053948,1.633758108277841,0.1016135078931453,0.0003364437958954,-0.974539936816818,1.0590614120047517,0.0156809174699882,-0.0068715011347027,-0.0053919811438438,-0.00572702563601,1.6280795992663937,1.633758108277841,0.0408741014059418,20220112,,,,,,,,,,,
14,sample14,C5,2.0,0.1,0.85,0.1167,0.0332999999999999,1165.0,0.8434051937493497,1.6368213996794645,0.1053814768434595,0.0263992496831577,0.1786697485875306,1.247824257916765,5.793640283044493e-05,-0.2900097896229043,-0.0022972819304367,-0.0029102158403044,1.6319672961464693,1.6368213996794645,0.0513073350722056,20220112,,,,,,,,,,,
15,sample15,D1,2.0,0.1,0.9,0.0667,0.0332999999999999,353.0,2.020557303424603,1.6156385975513805,0.108399729495935,0.0018877970643868,-0.9951492477923932,0.8433461367543027,0.021964817545509,-0.0039865168918799,-0.0040328526118651,-0.0035824148239931,1.607296233261528,1.6156385975513805,0.0340034353330364,20220112,,,,,,,,,,,
18,sample18,D4,2.0,0.1,0.8,0.1333,0.0666999999999999,2198.0,1.4174056904765937,1.683747965387268,0.1115979416850678,0.9999999999999962,0.1331359870002278,1.145612389840433,0.0156816674363468,-0.0145275307547788,-0.0130866884713032,-0.0117639552025985,1.6785028577726848,1.683747965387268,0.0560150136777148,20220112,,,,,,,,,,,
19,sample19,D5,2.0,0.1,0.8,0.1333,0.0666999999999999,6861.0,1.6269057179864308,1.683443681599375,0.1109396534540338,0.0020122342996977,-1.0058150999769242,0.9119729197773168,0.0075575263594163,-0.0164449819336733,-0.0089235700620429,-0.0099822184811653,1.6711559710202497,1.683443681599375,0.0362936573573382,20220112,,,,,,,,,,,
20,sample20,E1,2.0,0.1,0.8,0.1333,0.0666999999999999,2419.0,0.7887367792246767,1.682448743426283,0.1091123959498207,0.0279234088312701,0.246361283512748,1.38001595579251,0.0108628166363792,-0.0152502392122697,-0.0105151690084703,-0.0099049477407664,1.6819789646957812,1.682448743426283,0.0615179082638844,20220112,,,,,,,,,,,
21,sample21,E2,2.0,0.1,0.85,0.0833,0.0666999999999999,2739.0,1.22268439554772,1.6324285002996557,0.1080707664721571,0.281525627622514,0.1856969170216362,1.1329223118994944,0.0134162176110462,-0.0096682678027945,-0.0075087970521972,-0.0073896203231724,1.6292340341063745,1.6324285002996557,0.0507347795661301,20220112,,,,,,,,,,,
22,sample22,E3,2.0,0.1,0.85,0.0833,0.0666999999999999,513.0,1.3219114189752188,1.6288284614232966,0.1072237525263416,0.0038792493667523,-1.0164104245633854,0.6645608114813316,0.0182393759844662,-0.0081488784201179,-0.0077316931071933,-0.0069678136581687,1.6245540652017365,1.6288284614232966,0.0479038106749793,20220112,,,,,,,,,,,
25,sample25,F1,2.0,0.1,0.9,0.0333,0.0666999999999999,5580.0,0.3664407539887698,1.5968673290872424,0.0998882432293282,0.051309905990611,0.2844653230341638,1.4518950424496175,0.005057021400464,-0.0076023104550725,-0.0034476981476374,-0.0032508953783878,1.593368377893804,1.5968673290872424,0.0269101087855461,20220112,,,,,,,,,,,
26,sample26,F2,2.0,0.1,0.9,0.0333,0.0666999999999999,33.0,2.8000322298669924,1.608559272150308,0.1023850269759186,0.5130054833937674,0.1026689275494035,1.0784118006958665,0.0200564644372759,-0.0036853717855265,-0.0035202604209449,-0.0030726096292299,1.590966005837563,1.608559272150308,0.0652077104141484,20220112,,,,,,,,,,,
27,sample27,F3,2.0,0.1,0.8,0.1,0.0999999999999999,1485.0,6.453908589666847,1.650597169256513,0.1057990091989295,0.1135438538912335,0.1715111953871743,1.1473536640627089,0.0146911116180536,-0.0190462269432034,-0.0165127502752584,-0.0149425189516019,1.6422387554290483,1.650597169256513,0.0958076213499586,20220112,,,,,,,,,,,
28,sample28,F4,2.0,0.1,0.8,0.1,0.0999999999999999,833.0,5.521201503564555,1.6522387661989335,0.1055583417576176,0.0224505433378218,0.1944235145038448,1.261169224587184,0.0212262546401938,-0.0105561980983567,-0.0116877384658407,-0.0105083219045176,1.64202804680493,1.6522387661989335,0.0875055665118646,20220112,,,,,,,,,,,
29,sample29,F5,2.0,0.1,0.8,0.1,0.0999999999999999,6128.0,4.122966243809888,1.6475644784911467,0.1029967934047515,0.2493360370781991,0.169875651873436,1.1452470827773418,0.0062979761834652,-0.0197792016274047,-0.0095105324846542,-0.0096295609992491,1.6366820708525418,1.6475644784911467,0.0790126598384121,20220112,,,,,,,,,,,
30,sample30,G1,2.0,0.1,0.85,0.05,0.0999999999999999,5016.0,1.6836683928883254,1.614822080237743,0.1054255925193209,0.00067472463297,-1.0064814772236963,0.9277758928411806,0.0117648443348343,-0.0109471926175587,-0.0084496535255822,-0.0076943320361162,1.6061245955728236,1.614822080237743,0.0407150582098097,20220112,,,,,,,,,,,
31,sample31,G2,2.0,0.1,0.85,0.05,0.0999999999999999,4470.0,1.6780182521273932,1.615754983976992,0.1055533510725177,0.2185006059170277,0.03520353549423,0.9778738018348644,0.0115348571541209,-0.0107497872373271,-0.0083050529598431,-0.0075770423133958,1.6057182516944664,1.615754983976992,0.0429098543164323,20220112,,,,,,,,,,,
32,sample32,G3,2.0,0.1,0.85,0.05,0.0999999999999999,6315.0,5.268146127480114,1.6162655203683032,0.1087285669629162,0.9999999999999708,0.0756499885655891,0.9545547564062998,0.009855529138386,-0.0103499267636618,-0.0073856778833865,-0.0068455819501089,1.60752563782569,1.6162655203683032,0.0440867739678096,20220112,,,,,,,,,,,
33,sample33,G4,2.0,0.1,0.9,0.0,0.0999999999999999,5968.0,1.1222170213816605,1.570915422102951,0.0992499083813032,0.0456428127175838,0.1988177538365814,1.2651134368948556,0.0114059077919119,-0.0046699127400731,-0.003314790570027,-0.0031522470450666,1.565379021220481,1.570915422102951,0.0308543800496214,20220112,,,,,,,,,,,
34,sample34,G5,2.0,0.1,0.9,0.0,0.0999999999999999,1325.0,0.6600726425232422,1.5738987344442636,0.0983798768979579,0.0549407951791236,0.3828486205486174,1.7106567688130363,0.0107167305517468,-0.0074601220243167,-0.0035399805101365,-0.0051286578638565,1.5728722584188597,1.5738987344442636,0.0383294102678287,20220112,,,,,,,,,,,
35,sample35,H1,2.0,0.1,0.9,0.0,0.0999999999999999,1645.0,0.6992518350117906,1.573129467828085,0.0981387897576779,0.1443685834672101,0.3754127180661167,1.6069989316970683,0.0141033528462122,-0.0055684498784129,-0.0041202143783936,-0.0043680946853721,1.570820263802842,1.573129467828085,0.0430688975125644,20220112,,,,,,,,,,,
36,sample36,H2,2.0,0.1,0.9,0.1,0.0,4630.0,0.2508551207420697,1.6182360869548982,0.0951577888457492,0.0965820693304232,-0.5944288378009144,0.3787353563839235,4.825389845023111e-05,-0.1868475714926131,0.0022614592630647,0.0008386759631542,1.618592346862214,1.6182360869548982,0.0507347795661301,20220112,,,,,,,,,,,
37,sample37,H3,2.0,0.1,0.9,0.1,0.0,1824.0,0.1607813900878183,1.6161931222909087,0.0886752179402749,3.656169368354633e-06,384.2089959369908,0.7326539807035187,0.9999999999999964,0.0032679130032503,0.0020958339135443,-0.0029838024449135,1.6166308266293998,1.6161931222909087,0.048190088428017,20220112,,,,,,,,,,,
